Year,State,Type of Producer,Energy Source,Megawatthours
2002,IA,Total Electric Power Industry,Coal,35372058.0
2002,IA,Total Electric Power Industry,Hydroelectric Conventional,946383.0
2002,IA,Total Electric Power Industry,Natural Gas,554719.0
2002,IA,Total Electric Power Industry,Nuclear,4573958.0
2002,IA,Total Electric Power Industry,Other,234.0
2002,IA,Total Electric Power Industry,Other Biomass,98242.0
2002,IA,Total Electric Power Industry,Petroleum,63864.0
2002,IA,Total Electric Power Industry,Wind,918835.0
2002,IA,Total Electric Power Industry,Wood and Wood Derived Fuels,91.0
2002,IA,"Electric Generators, Independent Power Producers",Total,917339.0
2002,IA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,9695.0
2002,IA,"Electric Generators, Independent Power Producers",Petroleum,2225.0
2002,IA,"Electric Generators, Independent Power Producers",Wind,905419.0
2002,IA,"Electric Generators, Electric Utilities",Total,40051665.0
2002,IA,"Electric Generators, Electric Utilities",Coal,34033119.0
2002,IA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,936688.0
2002,IA,"Electric Generators, Electric Utilities",Natural Gas,406796.0
2002,IA,"Electric Generators, Electric Utilities",Nuclear,4573958.0
2002,IA,"Electric Generators, Electric Utilities",Other Biomass,32136.0
2002,IA,"Electric Generators, Electric Utilities",Petroleum,55552.0
2002,IA,"Electric Generators, Electric Utilities",Wind,13416.0
2002,IA,"Combined Heat and Power, Industrial Power",Total,1262791.0
2002,IA,"Combined Heat and Power, Industrial Power",Coal,1131797.0
2002,IA,"Combined Heat and Power, Industrial Power",Natural Gas,130764.0
2002,IA,"Combined Heat and Power, Industrial Power",Petroleum,139.0
2002,IA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,91.0
2002,IA,"Combined Heat and Power, Electric Power",Total,167288.0
2002,IA,"Combined Heat and Power, Electric Power",Coal,111913.0
2002,IA,"Combined Heat and Power, Electric Power",Natural Gas,0.0
2002,IA,"Combined Heat and Power, Electric Power",Other Biomass,55375.0
2002,IA,"Combined Heat and Power, Commercial Power",Total,129302.0
2002,IA,"Combined Heat and Power, Commercial Power",Coal,95230.0
2002,IA,"Combined Heat and Power, Commercial Power",Natural Gas,17159.0
2002,IA,"Combined Heat and Power, Commercial Power",Other,234.0
2002,IA,"Combined Heat and Power, Commercial Power",Other Biomass,10731.0
2002,IA,"Combined Heat and Power, Commercial Power",Petroleum,5948.0
2002,ID,Total Electric Power Industry,Total,9786933.0
2002,ID,Total Electric Power Industry,Coal,90673.0
2002,ID,Total Electric Power Industry,Hydroelectric Conventional,8769321.0
2002,ID,Total Electric Power Industry,Natural Gas,328988.0
2002,ID,Total Electric Power Industry,Other,89583.0
2002,ID,Total Electric Power Industry,Petroleum,65.0
2002,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,508303.0
2002,ID,"Electric Generators, Independent Power Producers",Total,681414.0
2002,ID,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,681414.0
2002,ID,"Electric Generators, Independent Power Producers",Natural Gas,0.0
2002,ID,"Electric Generators, Electric Utilities",Total,8164140.0
2002,ID,"Electric Generators, Electric Utilities",Hydroelectric Conventional,8087907.0
2002,ID,"Electric Generators, Electric Utilities",Natural Gas,76168.0
2002,ID,"Electric Generators, Electric Utilities",Petroleum,65.0
2002,ID,"Combined Heat and Power, Industrial Power",Total,696814.0
2002,ID,"Combined Heat and Power, Industrial Power",Coal,90673.0
2002,ID,"Combined Heat and Power, Industrial Power",Natural Gas,81539.0
2002,ID,"Combined Heat and Power, Industrial Power",Other,89583.0
2002,ID,"Combined Heat and Power, Industrial Power",Petroleum,0.0
2002,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,435019.0
2002,ID,"Combined Heat and Power, Electric Power",Total,244565.0
2002,ID,"Combined Heat and Power, Electric Power",Natural Gas,171281.0
2002,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,73284.0
2002,IL,Total Electric Power Industry,Total,188054449.0
2002,IL,Total Electric Power Industry,Coal,86685347.0
2002,IL,Total Electric Power Industry,Hydroelectric Conventional,128822.0
2002,IL,Total Electric Power Industry,Natural Gas,9078735.0
2002,IL,Total Electric Power Industry,Nuclear,90860108.0
2002,IL,Total Electric Power Industry,Other,122396.0
2002,IL,Total Electric Power Industry,Other Biomass,723508.0
2002,IL,Total Electric Power Industry,Other Gases,232850.0
2002,IL,Total Electric Power Industry,Petroleum,222683.0
2002,IL,"Electric Generators, Independent Power Producers",Total,166769362.0
2002,IL,"Electric Generators, Independent Power Producers",Coal,67732942.0
2002,IL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,71719.0
2002,IL,"Electric Generators, Independent Power Producers",Natural Gas,7301539.0
2002,IL,"Electric Generators, Independent Power Producers",Nuclear,90860108.0
2002,IL,"Electric Generators, Independent Power Producers",Other,113998.0
2002,IL,"Electric Generators, Independent Power Producers",Other Biomass,501763.0
2002,IL,"Electric Generators, Independent Power Producers",Petroleum,187293.0
2002,IL,"Electric Generators, Electric Utilities",Total,17149913.0
2002,IL,"Electric Generators, Electric Utilities",Coal,16897445.0
2002,IL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,56870.0
2002,IL,"Electric Generators, Electric Utilities",Natural Gas,161134.0
2002,IL,"Electric Generators, Electric Utilities",Petroleum,34464.0
2002,IL,"Combined Heat and Power, Industrial Power",Total,2882420.0
2002,IL,"Combined Heat and Power, Industrial Power",Coal,1959528.0
2002,IL,"Combined Heat and Power, Industrial Power",Natural Gas,615511.0
2002,IL,"Combined Heat and Power, Industrial Power",Other,8398.0
2002,IL,"Combined Heat and Power, Industrial Power",Other Biomass,66085.0
2002,IL,"Combined Heat and Power, Industrial Power",Other Gases,232850.0
2002,IL,"Combined Heat and Power, Industrial Power",Petroleum,48.0
2002,IL,"Combined Heat and Power, Electric Power",Total,863157.0
2002,IL,"Combined Heat and Power, Electric Power",Coal,85618.0
2002,IL,"Combined Heat and Power, Electric Power",Natural Gas,626055.0
2002,IL,"Combined Heat and Power, Electric Power",Other Biomass,150847.0
2002,IL,"Combined Heat and Power, Electric Power",Other Gases,0.0
2002,IL,"Combined Heat and Power, Electric Power",Petroleum,637.0
2002,IL,"Combined Heat and Power, Commercial Power",Total,389597.0
2002,IL,"Combined Heat and Power, Commercial Power",Coal,9814.0
2002,IL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,233.0
2002,IL,"Combined Heat and Power, Commercial Power",Natural Gas,374496.0
2002,IL,"Combined Heat and Power, Commercial Power",Other,0.0
2002,IL,"Combined Heat and Power, Commercial Power",Other Biomass,4813.0
2002,IL,"Combined Heat and Power, Commercial Power",Petroleum,241.0
2002,IN,Total Electric Power Industry,Total,125608140.0
2002,IN,Total Electric Power Industry,Coal,117659700.0
2002,IN,Total Electric Power Industry,Hydroelectric Conventional,411270.0
2002,IN,Total Electric Power Industry,Natural Gas,3782451.0
2002,IN,Total Electric Power Industry,Other,15642.0
2002,IN,Total Electric Power Industry,Other Biomass,115946.0
2002,IN,Total Electric Power Industry,Other Gases,3005998.0
2002,IN,Total Electric Power Industry,Petroleum,617132.0
2002,IN,"Electric Generators, Independent Power Producers",Total,9878933.0
2002,IN,"Electric Generators, Independent Power Producers",Coal,7972028.0
2002,IN,"Electric Generators, Independent Power Producers",Natural Gas,1817996.0
2002,IN,"Electric Generators, Independent Power Producers",Other Biomass,88589.0
2002,IN,"Electric Generators, Independent Power Producers",Petroleum,320.0
2002,IN,"Electric Generators, Electric Utilities",Total,112029989.0
2002,IN,"Electric Generators, Electric Utilities",Coal,109441044.0
2002,IN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,411270.0
2002,IN,"Electric Generators, Electric Utilities",Natural Gas,1706699.0
2002,IN,"Electric Generators, Electric Utilities",Petroleum,470976.0
2002,IN,"Combined Heat and Power, Industrial Power",Total,3435036.0
2002,IN,"Combined Heat and Power, Industrial Power",Coal,36918.0
2002,IN,"Combined Heat and Power, Industrial Power",Natural Gas,248351.0
2002,IN,"Combined Heat and Power, Industrial Power",Other,0.0
2002,IN,"Combined Heat and Power, Industrial Power",Other Biomass,7450.0
2002,IN,"Combined Heat and Power, Industrial Power",Other Gases,3000750.0
2002,IN,"Combined Heat and Power, Industrial Power",Petroleum,141567.0
2002,IN,"Combined Heat and Power, Electric Power",Total,21899.0
2002,IN,"Combined Heat and Power, Electric Power",Coal,13873.0
2002,IN,"Combined Heat and Power, Electric Power",Natural Gas,2710.0
2002,IN,"Combined Heat and Power, Electric Power",Other Gases,5248.0
2002,IN,"Combined Heat and Power, Electric Power",Petroleum,68.0
2002,IN,"Combined Heat and Power, Commercial Power",Total,242282.0
2002,IN,"Combined Heat and Power, Commercial Power",Coal,195837.0
2002,IN,"Combined Heat and Power, Commercial Power",Natural Gas,6695.0
2002,IN,"Combined Heat and Power, Commercial Power",Other,15642.0
2002,IN,"Combined Heat and Power, Commercial Power",Other Biomass,19907.0
2002,IN,"Combined Heat and Power, Commercial Power",Petroleum,4201.0
2002,KS,Total Electric Power Industry,Total,47188446.0
2002,KS,Total Electric Power Industry,Coal,35369189.0
2002,KS,Total Electric Power Industry,Hydroelectric Conventional,12746.0
2002,KS,Total Electric Power Industry,Natural Gas,1789052.0
2002,KS,Total Electric Power Industry,Nuclear,9041702.0
2002,KS,Total Electric Power Industry,Petroleum,509078.0
2002,KS,Total Electric Power Industry,Wind,466679.0
2002,KS,"Electric Generators, Independent Power Producers",Total,479425.0
2002,KS,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,12746.0
2002,KS,"Electric Generators, Independent Power Producers",Wind,466679.0
2002,KS,"Electric Generators, Electric Utilities",Total,46691936.0
2002,KS,"Electric Generators, Electric Utilities",Coal,35369189.0
2002,KS,"Electric Generators, Electric Utilities",Natural Gas,1772188.0
2002,KS,"Electric Generators, Electric Utilities",Nuclear,9041702.0
2002,KS,"Electric Generators, Electric Utilities",Petroleum,508857.0
2002,KS,"Combined Heat and Power, Industrial Power",Total,16237.0
2002,KS,"Combined Heat and Power, Industrial Power",Natural Gas,16016.0
2002,KS,"Combined Heat and Power, Industrial Power",Petroleum,221.0
2002,KS,"Combined Heat and Power, Commercial Power",Total,848.0
2002,KS,"Combined Heat and Power, Commercial Power",Natural Gas,848.0
2002,KS,"Combined Heat and Power, Commercial Power",Petroleum,0.0
2002,KY,Total Electric Power Industry,Total,92106668.0
2002,KY,Total Electric Power Industry,Coal,83274246.0
2002,KY,Total Electric Power Industry,Hydroelectric Conventional,4024749.0
2002,KY,Total Electric Power Industry,Natural Gas,1373710.0
2002,KY,Total Electric Power Industry,Petroleum,3068498.0
2002,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,365465.0
2002,KY,"Electric Generators, Independent Power Producers",Total,11368886.0
2002,KY,"Electric Generators, Independent Power Producers",Coal,7966084.0
2002,KY,"Electric Generators, Independent Power Producers",Natural Gas,469716.0
2002,KY,"Electric Generators, Independent Power Producers",Petroleum,2933086.0
2002,KY,"Electric Generators, Electric Utilities",Total,80161524.0
2002,KY,"Electric Generators, Electric Utilities",Coal,75308162.0
2002,KY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,4024749.0
2002,KY,"Electric Generators, Electric Utilities",Natural Gas,693201.0
2002,KY,"Electric Generators, Electric Utilities",Petroleum,135412.0
2002,KY,"Combined Heat and Power, Industrial Power",Total,576258.0
2002,KY,"Combined Heat and Power, Industrial Power",Natural Gas,210793.0
2002,KY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,365465.0
2002,KY,"Combined Heat and Power, Commercial Power",Total,0.0
2002,KY,"Combined Heat and Power, Commercial Power",Natural Gas,0.0
2002,LA,Total Electric Power Industry,Total,94970964.0
2002,LA,Total Electric Power Industry,Coal,22050906.0
2002,LA,Total Electric Power Industry,Hydroelectric Conventional,891441.0
2002,LA,Total Electric Power Industry,Natural Gas,47900848.0
2002,LA,Total Electric Power Industry,Nuclear,17305328.0
2002,LA,Total Electric Power Industry,Other,649801.0
2002,LA,Total Electric Power Industry,Other Biomass,61580.0
2002,LA,Total Electric Power Industry,Other Gases,1497624.0
2002,LA,Total Electric Power Industry,Petroleum,1864536.0
2002,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,2748900.0
2002,LA,"Electric Generators, Independent Power Producers",Total,16941134.0
2002,LA,"Electric Generators, Independent Power Producers",Coal,9766681.0
2002,LA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,891441.0
2002,LA,"Electric Generators, Independent Power Producers",Natural Gas,6105344.0
2002,LA,"Electric Generators, Independent Power Producers",Other Biomass,59087.0
2002,LA,"Electric Generators, Independent Power Producers",Petroleum,118581.0
2002,LA,"Electric Generators, Electric Utilities",Total,54921960.0
2002,LA,"Electric Generators, Electric Utilities",Coal,12258694.0
2002,LA,"Electric Generators, Electric Utilities",Natural Gas,25085994.0
2002,LA,"Electric Generators, Electric Utilities",Nuclear,17305328.0
2002,LA,"Electric Generators, Electric Utilities",Other Gases,203484.0
2002,LA,"Electric Generators, Electric Utilities",Petroleum,68460.0
2002,LA,"Combined Heat and Power, Industrial Power",Total,21425957.0
2002,LA,"Combined Heat and Power, Industrial Power",Coal,25531.0
2002,LA,"Combined Heat and Power, Industrial Power",Natural Gas,16673826.0
2002,LA,"Combined Heat and Power, Industrial Power",Other,649801.0
2002,LA,"Combined Heat and Power, Industrial Power",Other Biomass,2493.0
2002,LA,"Combined Heat and Power, Industrial Power",Other Gases,1294140.0
2002,LA,"Combined Heat and Power, Industrial Power",Petroleum,31266.0
2002,LA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,2748900.0
2002,LA,"Combined Heat and Power, Electric Power",Total,1649912.0
2002,LA,"Combined Heat and Power, Electric Power",Natural Gas,3683.0
2002,LA,"Combined Heat and Power, Electric Power",Petroleum,1646229.0
2002,LA,"Combined Heat and Power, Commercial Power",Total,32000.0
2002,LA,"Combined Heat and Power, Commercial Power",Natural Gas,32000.0
2002,MA,Total Electric Power Industry,Total,42027818.0
2002,MA,Total Electric Power Industry,Coal,11502861.0
2002,MA,Total Electric Power Industry,Hydroelectric Conventional,875076.0
2002,MA,Total Electric Power Industry,Natural Gas,15868975.0
2002,MA,Total Electric Power Industry,Nuclear,5768766.0
2002,MA,Total Electric Power Industry,Other,782504.0
2002,MA,Total Electric Power Industry,Other Biomass,1165455.0
2002,MA,Total Electric Power Industry,Petroleum,6800295.0
2002,MA,Total Electric Power Industry,Pumped Storage,-842801.0
2002,MA,Total Electric Power Industry,Wind,0.0
2002,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,106687.0
2002,MA,"Electric Generators, Independent Power Producers",Total,34031265.0
2002,MA,"Electric Generators, Independent Power Producers",Coal,11470817.0
2002,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,657642.0
2002,MA,"Electric Generators, Independent Power Producers",Natural Gas,8892923.0
2002,MA,"Electric Generators, Independent Power Producers",Nuclear,5768766.0
2002,MA,"Electric Generators, Independent Power Producers",Other,755214.0
2002,MA,"Electric Generators, Independent Power Producers",Other Biomass,1007577.0
2002,MA,"Electric Generators, Independent Power Producers",Petroleum,6216041.0
2002,MA,"Electric Generators, Independent Power Producers",Pumped Storage,-842801.0
2002,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,105086.0
2002,MA,"Electric Generators, Electric Utilities",Total,1156651.0
2002,MA,"Electric Generators, Electric Utilities",Coal,0.0
2002,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,207646.0
2002,MA,"Electric Generators, Electric Utilities",Natural Gas,728570.0
2002,MA,"Electric Generators, Electric Utilities",Petroleum,220435.0
2002,MA,"Electric Generators, Electric Utilities",Wind,0.0
2002,MA,"Combined Heat and Power, Industrial Power",Total,412545.0
2002,MA,"Combined Heat and Power, Industrial Power",Coal,32044.0
2002,MA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,5957.0
2002,MA,"Combined Heat and Power, Industrial Power",Natural Gas,226364.0
2002,MA,"Combined Heat and Power, Industrial Power",Other,3869.0
2002,MA,"Combined Heat and Power, Industrial Power",Petroleum,144311.0
2002,MA,"Combined Heat and Power, Electric Power",Total,5852457.0
2002,MA,"Combined Heat and Power, Electric Power",Natural Gas,5664790.0
2002,MA,"Combined Heat and Power, Electric Power",Other,23421.0
2002,MA,"Combined Heat and Power, Electric Power",Other Biomass,132226.0
2002,MA,"Combined Heat and Power, Electric Power",Petroleum,30419.0
2002,MA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,1601.0
2002,MA,"Combined Heat and Power, Commercial Power",Total,574899.0
2002,MA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,3831.0
2002,MA,"Combined Heat and Power, Commercial Power",Natural Gas,356327.0
2002,MA,"Combined Heat and Power, Commercial Power",Other Biomass,25652.0
2002,MA,"Combined Heat and Power, Commercial Power",Petroleum,189088.0
2002,MD,Total Electric Power Industry,Total,48279088.0
2002,MD,Total Electric Power Industry,Coal,28712053.0
2002,MD,Total Electric Power Industry,Hydroelectric Conventional,1660989.0
2002,MD,Total Electric Power Industry,Natural Gas,2214431.0
2002,MD,Total Electric Power Industry,Nuclear,12128005.0
2002,MD,Total Electric Power Industry,Other,255034.0
2002,MD,Total Electric Power Industry,Other Biomass,338727.0
2002,MD,Total Electric Power Industry,Other Gases,504513.0
2002,MD,Total Electric Power Industry,Petroleum,2282432.0
2002,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,182904.0
2002,MD,"Electric Generators, Independent Power Producers",Total,44828480.0
2002,MD,"Electric Generators, Independent Power Producers",Coal,26929513.0
2002,MD,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1660989.0
2002,MD,"Electric Generators, Independent Power Producers",Natural Gas,1505265.0
2002,MD,"Electric Generators, Independent Power Producers",Nuclear,12128005.0
2002,MD,"Electric Generators, Independent Power Producers",Other,160371.0
2002,MD,"Electric Generators, Independent Power Producers",Other Biomass,218283.0
2002,MD,"Electric Generators, Independent Power Producers",Petroleum,2226054.0
2002,MD,"Electric Generators, Electric Utilities",Total,30734.0
2002,MD,"Electric Generators, Electric Utilities",Natural Gas,0.0
2002,MD,"Electric Generators, Electric Utilities",Petroleum,30734.0
2002,MD,"Combined Heat and Power, Industrial Power",Total,574977.0
2002,MD,"Combined Heat and Power, Industrial Power",Coal,346492.0
2002,MD,"Combined Heat and Power, Industrial Power",Natural Gas,51939.0
2002,MD,"Combined Heat and Power, Industrial Power",Petroleum,2375.0
2002,MD,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,174171.0
2002,MD,"Combined Heat and Power, Electric Power",Total,2835393.0
2002,MD,"Combined Heat and Power, Electric Power",Coal,1436048.0
2002,MD,"Combined Heat and Power, Electric Power",Natural Gas,657227.0
2002,MD,"Combined Heat and Power, Electric Power",Other,94495.0
2002,MD,"Combined Heat and Power, Electric Power",Other Biomass,120267.0
2002,MD,"Combined Heat and Power, Electric Power",Other Gases,504513.0
2002,MD,"Combined Heat and Power, Electric Power",Petroleum,22843.0
2002,MD,"Combined Heat and Power, Commercial Power",Total,9504.0
2002,MD,"Combined Heat and Power, Commercial Power",Other,168.0
2002,MD,"Combined Heat and Power, Commercial Power",Other Biomass,177.0
2002,MD,"Combined Heat and Power, Commercial Power",Petroleum,426.0
2002,MD,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,8733.0
2002,ME,Total Electric Power Industry,Total,22535033.0
2002,ME,Total Electric Power Industry,Coal,603938.0
2002,ME,Total Electric Power Industry,Hydroelectric Conventional,2767848.0
2002,ME,Total Electric Power Industry,Natural Gas,13503963.0
2002,ME,Total Electric Power Industry,Other,386219.0
2002,ME,Total Electric Power Industry,Other Biomass,319773.0
2002,ME,Total Electric Power Industry,Other Gases,48.0
2002,ME,Total Electric Power Industry,Petroleum,1229485.0
2002,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,3723759.0
2002,ME,"Electric Generators, Independent Power Producers",Total,13006058.0
2002,ME,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1831118.0
2002,ME,"Electric Generators, Independent Power Producers",Natural Gas,9533422.0
2002,ME,"Electric Generators, Independent Power Producers",Other,103704.0
2002,ME,"Electric Generators, Independent Power Producers",Other Biomass,131988.0
2002,ME,"Electric Generators, Independent Power Producers",Other Gases,48.0
2002,ME,"Electric Generators, Independent Power Producers",Petroleum,411509.0
2002,ME,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,994269.0
2002,ME,"Electric Generators, Electric Utilities",Total,865.0
2002,ME,"Electric Generators, Electric Utilities",Petroleum,865.0
2002,ME,"Combined Heat and Power, Industrial Power",Total,6136499.0
2002,ME,"Combined Heat and Power, Industrial Power",Coal,362157.0
2002,ME,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,936729.0
2002,ME,"Combined Heat and Power, Industrial Power",Natural Gas,1686779.0
2002,ME,"Combined Heat and Power, Industrial Power",Other,81003.0
2002,ME,"Combined Heat and Power, Industrial Power",Other Biomass,91085.0
2002,ME,"Combined Heat and Power, Industrial Power",Petroleum,791458.0
2002,ME,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,2187288.0
2002,ME,"Combined Heat and Power, Electric Power",Total,3211973.0
2002,ME,"Combined Heat and Power, Electric Power",Coal,241781.0
2002,ME,"Combined Heat and Power, Electric Power",Natural Gas,2283157.0
2002,ME,"Combined Heat and Power, Electric Power",Other,125533.0
2002,ME,"Combined Heat and Power, Electric Power",Other Biomass,0.0
2002,ME,"Combined Heat and Power, Electric Power",Petroleum,21530.0
2002,ME,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,539972.0
2002,ME,"Combined Heat and Power, Commercial Power",Total,179639.0
2002,ME,"Combined Heat and Power, Commercial Power",Natural Gas,605.0
2002,ME,"Combined Heat and Power, Commercial Power",Other,75979.0
2002,ME,"Combined Heat and Power, Commercial Power",Other Biomass,96701.0
2002,ME,"Combined Heat and Power, Commercial Power",Petroleum,4124.0
2002,ME,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,2230.0
2002,MI,Total Electric Power Industry,Total,117889087.0
2002,MI,Total Electric Power Industry,Coal,66699508.0
2002,MI,Total Electric Power Industry,Hydroelectric Conventional,1669252.0
2002,MI,Total Electric Power Industry,Natural Gas,15853418.0
2002,MI,Total Electric Power Industry,Nuclear,31087454.0
2002,MI,Total Electric Power Industry,Other,281417.0
2002,MI,Total Electric Power Industry,Other Biomass,745124.0
2002,MI,Total Electric Power Industry,Other Gases,10108.0
2002,MI,Total Electric Power Industry,Petroleum,1103485.0
2002,MI,Total Electric Power Industry,Pumped Storage,-1035560.0
2002,MI,Total Electric Power Industry,Wind,329.0
2002,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,1474552.0
2002,MI,"Electric Generators, Independent Power Producers",Total,5030864.0
2002,MI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,82461.0
2002,MI,"Electric Generators, Independent Power Producers",Natural Gas,3345511.0
2002,MI,"Electric Generators, Independent Power Producers",Other,155479.0
2002,MI,"Electric Generators, Independent Power Producers",Other Biomass,454329.0
2002,MI,"Electric Generators, Independent Power Producers",Other Gases,10108.0
2002,MI,"Electric Generators, Independent Power Producers",Wind,329.0
2002,MI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,982647.0
2002,MI,"Electric Generators, Electric Utilities",Total,100451718.0
2002,MI,"Electric Generators, Electric Utilities",Coal,65389899.0
2002,MI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1557942.0
2002,MI,"Electric Generators, Electric Utilities",Natural Gas,2336031.0
2002,MI,"Electric Generators, Electric Utilities",Nuclear,31087454.0
2002,MI,"Electric Generators, Electric Utilities",Other,25185.0
2002,MI,"Electric Generators, Electric Utilities",Other Biomass,0.0
2002,MI,"Electric Generators, Electric Utilities",Other Gases,0.0
2002,MI,"Electric Generators, Electric Utilities",Petroleum,1090767.0
2002,MI,"Electric Generators, Electric Utilities",Pumped Storage,-1035560.0
2002,MI,"Combined Heat and Power, Industrial Power",Total,1791980.0
2002,MI,"Combined Heat and Power, Industrial Power",Coal,821208.0
2002,MI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,28849.0
2002,MI,"Combined Heat and Power, Industrial Power",Natural Gas,446997.0
2002,MI,"Combined Heat and Power, Industrial Power",Other Biomass,13.0
2002,MI,"Combined Heat and Power, Industrial Power",Petroleum,12560.0
2002,MI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,482353.0
2002,MI,"Combined Heat and Power, Electric Power",Total,10137521.0
2002,MI,"Combined Heat and Power, Electric Power",Coal,258603.0
2002,MI,"Combined Heat and Power, Electric Power",Natural Gas,9704999.0
2002,MI,"Combined Heat and Power, Electric Power",Other,747.0
2002,MI,"Combined Heat and Power, Electric Power",Other Biomass,163523.0
2002,MI,"Combined Heat and Power, Electric Power",Petroleum,97.0
2002,MI,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,9552.0
2002,MI,"Combined Heat and Power, Commercial Power",Total,477004.0
2002,MI,"Combined Heat and Power, Commercial Power",Coal,229798.0
2002,MI,"Combined Heat and Power, Commercial Power",Natural Gas,19880.0
2002,MI,"Combined Heat and Power, Commercial Power",Other,100006.0
2002,MI,"Combined Heat and Power, Commercial Power",Other Biomass,127259.0
2002,MI,"Combined Heat and Power, Commercial Power",Petroleum,61.0
2002,MN,Total Electric Power Industry,Total,52777965.0
2002,MN,Total Electric Power Industry,Coal,33920209.0
2002,MN,Total Electric Power Industry,Hydroelectric Conventional,809084.0
2002,MN,Total Electric Power Industry,Natural Gas,1591953.0
2002,MN,Total Electric Power Industry,Nuclear,13684824.0
2002,MN,Total Electric Power Industry,Other,332418.0
2002,MN,Total Electric Power Industry,Other Biomass,503456.0
2002,MN,Total Electric Power Industry,Petroleum,652790.0
2002,MN,Total Electric Power Industry,Wind,905839.0
2002,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,377392.0
2002,MN,"Electric Generators, Independent Power Producers",Total,1205777.0
2002,MN,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,27056.0
2002,MN,"Electric Generators, Independent Power Producers",Other,102287.0
2002,MN,"Electric Generators, Independent Power Producers",Other Biomass,170598.0
2002,MN,"Electric Generators, Independent Power Producers",Wind,905836.0
2002,MN,"Electric Generators, Electric Utilities",Total,48568719.0
2002,MN,"Electric Generators, Electric Utilities",Coal,32200713.0
2002,MN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,736795.0
2002,MN,"Electric Generators, Electric Utilities",Natural Gas,897018.0
2002,MN,"Electric Generators, Electric Utilities",Nuclear,13684824.0
2002,MN,"Electric Generators, Electric Utilities",Other,180064.0
2002,MN,"Electric Generators, Electric Utilities",Other Biomass,229172.0
2002,MN,"Electric Generators, Electric Utilities",Petroleum,640129.0
2002,MN,"Electric Generators, Electric Utilities",Wind,3.0
2002,MN,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,1.0
2002,MN,"Combined Heat and Power, Industrial Power",Total,2327434.0
2002,MN,"Combined Heat and Power, Industrial Power",Coal,1719496.0
2002,MN,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,45233.0
2002,MN,"Combined Heat and Power, Industrial Power",Natural Gas,133855.0
2002,MN,"Combined Heat and Power, Industrial Power",Other,42010.0
2002,MN,"Combined Heat and Power, Industrial Power",Other Biomass,2886.0
2002,MN,"Combined Heat and Power, Industrial Power",Petroleum,6563.0
2002,MN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,377391.0
2002,MN,"Combined Heat and Power, Electric Power",Total,552382.0
2002,MN,"Combined Heat and Power, Electric Power",Natural Gas,457203.0
2002,MN,"Combined Heat and Power, Electric Power",Other Biomass,90545.0
