Year,State,Type of Producer,Energy Source,Megawatthours
2002,MN,"Combined Heat and Power, Electric Power",Petroleum,4634.0
2002,MN,"Combined Heat and Power, Commercial Power",Total,123655.0
2002,MN,"Combined Heat and Power, Commercial Power",Natural Gas,103878.0
2002,MN,"Combined Heat and Power, Commercial Power",Other,8057.0
2002,MN,"Combined Heat and Power, Commercial Power",Other Biomass,10255.0
2002,MN,"Combined Heat and Power, Commercial Power",Petroleum,1465.0
2002,MO,Total Electric Power Industry,Total,81162198.0
2002,MO,Total Electric Power Industry,Coal,67434967.0
2002,MO,Total Electric Power Industry,Hydroelectric Conventional,1356928.0
2002,MO,Total Electric Power Industry,Natural Gas,3543938.0
2002,MO,Total Electric Power Industry,Nuclear,8389629.0
2002,MO,Total Electric Power Industry,Other,57642.0
2002,MO,Total Electric Power Industry,Other Biomass,8560.0
2002,MO,Total Electric Power Industry,Petroleum,529395.0
2002,MO,Total Electric Power Industry,Pumped Storage,-159004.0
2002,MO,Total Electric Power Industry,Wood and Wood Derived Fuels,143.0
2002,MO,"Electric Generators, Independent Power Producers",Total,1038781.0
2002,MO,"Electric Generators, Independent Power Producers",Natural Gas,1038781.0
2002,MO,"Electric Generators, Electric Utilities",Total,79796801.0
2002,MO,"Electric Generators, Electric Utilities",Coal,67147996.0
2002,MO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1356928.0
2002,MO,"Electric Generators, Electric Utilities",Natural Gas,2477701.0
2002,MO,"Electric Generators, Electric Utilities",Nuclear,8389629.0
2002,MO,"Electric Generators, Electric Utilities",Other,55055.0
2002,MO,"Electric Generators, Electric Utilities",Other Biomass,0.0
2002,MO,"Electric Generators, Electric Utilities",Petroleum,528353.0
2002,MO,"Electric Generators, Electric Utilities",Pumped Storage,-159004.0
2002,MO,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,143.0
2002,MO,"Combined Heat and Power, Industrial Power",Total,186248.0
2002,MO,"Combined Heat and Power, Industrial Power",Coal,168521.0
2002,MO,"Combined Heat and Power, Industrial Power",Natural Gas,9015.0
2002,MO,"Combined Heat and Power, Industrial Power",Other Biomass,8560.0
2002,MO,"Combined Heat and Power, Industrial Power",Petroleum,152.0
2002,MO,"Combined Heat and Power, Commercial Power",Total,140367.0
2002,MO,"Combined Heat and Power, Commercial Power",Coal,118450.0
2002,MO,"Combined Heat and Power, Commercial Power",Natural Gas,18440.0
2002,MO,"Combined Heat and Power, Commercial Power",Other,2587.0
2002,MO,"Combined Heat and Power, Commercial Power",Other Biomass,0.0
2002,MO,"Combined Heat and Power, Commercial Power",Petroleum,890.0
2002,MS,Total Electric Power Industry,Total,42888812.0
2002,MS,Total Electric Power Industry,Coal,14853143.0
2002,MS,Total Electric Power Industry,Natural Gas,16971397.0
2002,MS,Total Electric Power Industry,Nuclear,10059459.0
2002,MS,Total Electric Power Industry,Other,0.0
2002,MS,Total Electric Power Industry,Other Biomass,2.0
2002,MS,Total Electric Power Industry,Other Gases,37916.0
2002,MS,Total Electric Power Industry,Petroleum,30302.0
2002,MS,Total Electric Power Industry,Wood and Wood Derived Fuels,936593.0
2002,MS,"Electric Generators, Independent Power Producers",Total,5027769.0
2002,MS,"Electric Generators, Independent Power Producers",Coal,2369485.0
2002,MS,"Electric Generators, Independent Power Producers",Natural Gas,2658284.0
2002,MS,"Electric Generators, Electric Utilities",Total,35099283.0
2002,MS,"Electric Generators, Electric Utilities",Coal,12483658.0
2002,MS,"Electric Generators, Electric Utilities",Natural Gas,12529809.0
2002,MS,"Electric Generators, Electric Utilities",Nuclear,10059459.0
2002,MS,"Electric Generators, Electric Utilities",Petroleum,26357.0
2002,MS,"Combined Heat and Power, Industrial Power",Total,1370226.0
2002,MS,"Combined Heat and Power, Industrial Power",Natural Gas,392289.0
2002,MS,"Combined Heat and Power, Industrial Power",Other,0.0
2002,MS,"Combined Heat and Power, Industrial Power",Other Biomass,2.0
2002,MS,"Combined Heat and Power, Industrial Power",Other Gases,37916.0
2002,MS,"Combined Heat and Power, Industrial Power",Petroleum,3426.0
2002,MS,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,936593.0
2002,MS,"Combined Heat and Power, Electric Power",Total,1365736.0
2002,MS,"Combined Heat and Power, Electric Power",Natural Gas,1365736.0
2002,MS,"Combined Heat and Power, Commercial Power",Total,25798.0
2002,MS,"Combined Heat and Power, Commercial Power",Natural Gas,25279.0
2002,MS,"Combined Heat and Power, Commercial Power",Petroleum,519.0
2002,MT,Total Electric Power Industry,Total,25473705.0
2002,MT,Total Electric Power Industry,Coal,15337829.0
2002,MT,Total Electric Power Industry,Hydroelectric Conventional,9566909.0
2002,MT,Total Electric Power Industry,Natural Gas,16678.0
2002,MT,Total Electric Power Industry,Other Gases,19160.0
2002,MT,Total Electric Power Industry,Petroleum,469659.0
2002,MT,Total Electric Power Industry,Wood and Wood Derived Fuels,63470.0
2002,MT,"Electric Generators, Independent Power Producers",Total,18327237.0
2002,MT,"Electric Generators, Independent Power Producers",Coal,15052082.0
2002,MT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,3133884.0
2002,MT,"Electric Generators, Independent Power Producers",Natural Gas,1295.0
2002,MT,"Electric Generators, Independent Power Producers",Other Gases,5762.0
2002,MT,"Electric Generators, Independent Power Producers",Petroleum,134214.0
2002,MT,"Electric Generators, Electric Utilities",Total,6726239.0
2002,MT,"Electric Generators, Electric Utilities",Coal,285747.0
2002,MT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,6433025.0
2002,MT,"Electric Generators, Electric Utilities",Natural Gas,6747.0
2002,MT,"Electric Generators, Electric Utilities",Petroleum,720.0
2002,MT,"Combined Heat and Power, Industrial Power",Total,72106.0
2002,MT,"Combined Heat and Power, Industrial Power",Natural Gas,8636.0
2002,MT,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,63470.0
2002,MT,"Combined Heat and Power, Electric Power",Total,348123.0
2002,MT,"Combined Heat and Power, Electric Power",Other Gases,13398.0
2002,MT,"Combined Heat and Power, Electric Power",Petroleum,334725.0
2002,NC,Total Electric Power Industry,Total,124468030.0
2002,NC,Total Electric Power Industry,Coal,75187741.0
2002,NC,Total Electric Power Industry,Hydroelectric Conventional,3492048.0
2002,NC,Total Electric Power Industry,Natural Gas,3560871.0
2002,NC,Total Electric Power Industry,Nuclear,39626849.0
2002,NC,Total Electric Power Industry,Other,196202.0
2002,NC,Total Electric Power Industry,Other Biomass,103451.0
2002,NC,Total Electric Power Industry,Other Gases,863.0
2002,NC,Total Electric Power Industry,Petroleum,592026.0
2002,NC,Total Electric Power Industry,Pumped Storage,25175.0
2002,NC,Total Electric Power Industry,Wood and Wood Derived Fuels,1682804.0
2002,NC,"Electric Generators, Independent Power Producers",Total,1914161.0
2002,NC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,10695.0
2002,NC,"Electric Generators, Independent Power Producers",Natural Gas,1480030.0
2002,NC,"Electric Generators, Independent Power Producers",Other,17659.0
2002,NC,"Electric Generators, Independent Power Producers",Other Biomass,47372.0
2002,NC,"Electric Generators, Independent Power Producers",Other Gases,863.0
2002,NC,"Electric Generators, Independent Power Producers",Petroleum,3391.0
2002,NC,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,354151.0
2002,NC,"Electric Generators, Electric Utilities",Total,115597653.0
2002,NC,"Electric Generators, Electric Utilities",Coal,71223313.0
2002,NC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2410462.0
2002,NC,"Electric Generators, Electric Utilities",Natural Gas,1935684.0
2002,NC,"Electric Generators, Electric Utilities",Nuclear,39626849.0
2002,NC,"Electric Generators, Electric Utilities",Petroleum,376170.0
2002,NC,"Electric Generators, Electric Utilities",Pumped Storage,25175.0
2002,NC,"Combined Heat and Power, Industrial Power",Total,3577901.0
2002,NC,"Combined Heat and Power, Industrial Power",Coal,787991.0
2002,NC,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,1062485.0
2002,NC,"Combined Heat and Power, Industrial Power",Natural Gas,20380.0
2002,NC,"Combined Heat and Power, Industrial Power",Other,164178.0
2002,NC,"Combined Heat and Power, Industrial Power",Other Biomass,15501.0
2002,NC,"Combined Heat and Power, Industrial Power",Petroleum,198713.0
2002,NC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1328653.0
2002,NC,"Combined Heat and Power, Electric Power",Total,3271884.0
2002,NC,"Combined Heat and Power, Electric Power",Coal,3084892.0
2002,NC,"Combined Heat and Power, Electric Power",Natural Gas,119949.0
2002,NC,"Combined Heat and Power, Electric Power",Other,14365.0
2002,NC,"Combined Heat and Power, Electric Power",Other Biomass,40578.0
2002,NC,"Combined Heat and Power, Electric Power",Other Gases,0.0
2002,NC,"Combined Heat and Power, Electric Power",Petroleum,12100.0
2002,NC,"Combined Heat and Power, Commercial Power",Total,106430.0
2002,NC,"Combined Heat and Power, Commercial Power",Coal,91545.0
2002,NC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,8406.0
2002,NC,"Combined Heat and Power, Commercial Power",Natural Gas,4827.0
2002,NC,"Combined Heat and Power, Commercial Power",Petroleum,1652.0
2002,ND,Total Electric Power Industry,Total,31306312.0
2002,ND,Total Electric Power Industry,Coal,29611524.0
2002,ND,Total Electric Power Industry,Hydroelectric Conventional,1592616.0
2002,ND,Total Electric Power Industry,Natural Gas,8042.0
2002,ND,Total Electric Power Industry,Other Biomass,410.0
2002,ND,Total Electric Power Industry,Other Gases,55144.0
2002,ND,Total Electric Power Industry,Petroleum,38576.0
2002,ND,"Electric Generators, Electric Utilities",Total,31147221.0
2002,ND,"Electric Generators, Electric Utilities",Coal,29518865.0
2002,ND,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1592616.0
2002,ND,"Electric Generators, Electric Utilities",Natural Gas,12.0
2002,ND,"Electric Generators, Electric Utilities",Petroleum,35728.0
2002,ND,"Combined Heat and Power, Industrial Power",Total,159091.0
2002,ND,"Combined Heat and Power, Industrial Power",Coal,92659.0
2002,ND,"Combined Heat and Power, Industrial Power",Natural Gas,8030.0
2002,ND,"Combined Heat and Power, Industrial Power",Other Biomass,410.0
2002,ND,"Combined Heat and Power, Industrial Power",Other Gases,55144.0
2002,ND,"Combined Heat and Power, Industrial Power",Petroleum,2848.0
2002,NE,Total Electric Power Industry,Total,31618494.0
2002,NE,Total Electric Power Industry,Coal,19943907.0
2002,NE,Total Electric Power Industry,Hydroelectric Conventional,1097486.0
2002,NE,Total Electric Power Industry,Natural Gas,413138.0
2002,NE,Total Electric Power Industry,Nuclear,10122242.0
2002,NE,Total Electric Power Industry,Other,0.0
2002,NE,Total Electric Power Industry,Other Biomass,12993.0
2002,NE,Total Electric Power Industry,Other Gases,101.0
2002,NE,Total Electric Power Industry,Petroleum,20549.0
2002,NE,Total Electric Power Industry,Wind,8078.0
2002,NE,"Electric Generators, Electric Utilities",Total,31550226.0
2002,NE,"Electric Generators, Electric Utilities",Coal,19899803.0
2002,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1097486.0
2002,NE,"Electric Generators, Electric Utilities",Natural Gas,404106.0
2002,NE,"Electric Generators, Electric Utilities",Nuclear,10122242.0
2002,NE,"Electric Generators, Electric Utilities",Other,0.0
2002,NE,"Electric Generators, Electric Utilities",Other Biomass,0.0
2002,NE,"Electric Generators, Electric Utilities",Other Gases,101.0
2002,NE,"Electric Generators, Electric Utilities",Petroleum,18410.0
2002,NE,"Electric Generators, Electric Utilities",Wind,8078.0
2002,NE,"Combined Heat and Power, Industrial Power",Total,44104.0
2002,NE,"Combined Heat and Power, Industrial Power",Coal,44104.0
2002,NE,"Combined Heat and Power, Industrial Power",Natural Gas,0.0
2002,NE,"Combined Heat and Power, Electric Power",Total,7500.0
2002,NE,"Combined Heat and Power, Electric Power",Natural Gas,1045.0
2002,NE,"Combined Heat and Power, Electric Power",Other Biomass,6455.0
2002,NE,"Combined Heat and Power, Commercial Power",Total,16664.0
2002,NE,"Combined Heat and Power, Commercial Power",Natural Gas,7987.0
2002,NE,"Combined Heat and Power, Commercial Power",Other Biomass,6538.0
2002,NE,"Combined Heat and Power, Commercial Power",Petroleum,2139.0
2002,NH,Total Electric Power Industry,Total,15953078.0
2002,NH,Total Electric Power Industry,Coal,3722386.0
2002,NH,Total Electric Power Industry,Hydroelectric Conventional,1140940.0
2002,NH,Total Electric Power Industry,Natural Gas,220369.0
2002,NH,Total Electric Power Industry,Nuclear,9294617.0
2002,NH,Total Electric Power Industry,Other,60103.0
2002,NH,Total Electric Power Industry,Other Biomass,165187.0
2002,NH,Total Electric Power Industry,Petroleum,649709.0
2002,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,699767.0
2002,NH,"Electric Generators, Independent Power Producers",Total,3385159.0
2002,NH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,824892.0
2002,NH,"Electric Generators, Independent Power Producers",Nuclear,1694756.0
2002,NH,"Electric Generators, Independent Power Producers",Other,60103.0
2002,NH,"Electric Generators, Independent Power Producers",Other Biomass,165187.0
2002,NH,"Electric Generators, Independent Power Producers",Petroleum,427.0
2002,NH,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,639794.0
2002,NH,"Electric Generators, Electric Utilities",Total,12276456.0
2002,NH,"Electric Generators, Electric Utilities",Coal,3722386.0
2002,NH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,263087.0
2002,NH,"Electric Generators, Electric Utilities",Natural Gas,95547.0
2002,NH,"Electric Generators, Electric Utilities",Nuclear,7599861.0
2002,NH,"Electric Generators, Electric Utilities",Petroleum,595575.0
2002,NH,"Combined Heat and Power, Industrial Power",Total,241827.0
2002,NH,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,52961.0
2002,NH,"Combined Heat and Power, Industrial Power",Natural Gas,124822.0
2002,NH,"Combined Heat and Power, Industrial Power",Petroleum,23635.0
2002,NH,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,40409.0
2002,NH,"Combined Heat and Power, Electric Power",Total,19609.0
2002,NH,"Combined Heat and Power, Electric Power",Petroleum,45.0
2002,NH,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,19564.0
2002,NH,"Combined Heat and Power, Commercial Power",Total,30027.0
2002,NH,"Combined Heat and Power, Commercial Power",Petroleum,30027.0
2002,NJ,Total Electric Power Industry,Total,61569387.0
2002,NJ,Total Electric Power Industry,Coal,9605054.0
2002,NJ,Total Electric Power Industry,Hydroelectric Conventional,12030.0
2002,NJ,Total Electric Power Industry,Natural Gas,19069358.0
2002,NJ,Total Electric Power Industry,Nuclear,30865675.0
2002,NJ,Total Electric Power Industry,Other,494755.0
2002,NJ,Total Electric Power Industry,Other Biomass,847199.0
2002,NJ,Total Electric Power Industry,Other Gases,90483.0
2002,NJ,Total Electric Power Industry,Petroleum,730633.0
2002,NJ,Total Electric Power Industry,Pumped Storage,-145800.0
2002,NJ,"Electric Generators, Independent Power Producers",Total,43923506.0
2002,NJ,"Electric Generators, Independent Power Producers",Coal,5294525.0
2002,NJ,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,12030.0
